id,old_split,split,group_id,category,label_text,label_img,label_combo,source,source_family,source_item_id,template_parent_id,text_hash,image_path_key,image_sha256,image_dhash,image_url_hash,image_prompt_hash,image_description_hash,is_msts,image_found
C_hf_coco_00082,train,train,G1316,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00082,C_hf_coco_00082,c6e89b34a6fd3a1d405b6e203501904ff3859321b8dea00fbf2fd68f1e5684fc,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00082.jpg,d7e162e9f3f0bd1431f9ed57256948b13b6ffabca02577119961e894dd97c9a7,3431393d31312161,,,,False,True
C_hf_coco_00084,train,train,G1317,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00084,C_hf_coco_00084,adf2d6828921d2967ec398dc070db87660b0eba9d7cdbbdb42869b9657d98b61,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00084.jpg,99d87ee028893f5ee8fdeff0870781d90c1c5e3191eeba33e8d6e568638c980b,5596b23233491514,,,,False,True
C_hf_coco_00085,val,val,G0708,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00085,C_hf_coco_00085,3f69738c1fc7a5a508c8995803d014e6d5e2a84ebf987baef729227e051d7b56,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00085.jpg,79712c49b05bfc40cc9aa545402884fb7141dcb6e60da5900070f6c958e051a1,1bf4671b25f0b2f8,,,,False,True
C_hf_coco_00086,train,train,G0627,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00086,C_hf_coco_00086,fa8e003b28d04d9f33b50c1b4c78835fa50436e9654aaf7ed1607d4e299384e3,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00086.jpg,0a9b8ac0d2eb8ed692dbf799b74fc24fb5e66dcc4de01a323ae6d92c1a86388e,04048c1c4c2b3155,,,,False,True
C_hf_coco_00087,val,val,G0775,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00087,C_hf_coco_00087,896c56f5050f323742dd3014f7b8b8073b51b9f5c1c577c50a52e941b5d189a0,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00087.jpg,83d29ce017ea5f93d2de2dcf2ee598233705afc5db62e42a7d5e4d4f38481c58,f8d43231b0de3994,,,,False,True
C_hf_coco_00089,train,train,G1318,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00089,C_hf_coco_00089,175136267f697218d1e769ce4bdaeb7f01d2d1ad13075c1e58225266f7cf25ca,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00089.jpg,7e538ed40f6938940dc294cb831ef537943557c4dd6fca6a691581fba84b418e,92923323212483c8,,,,False,True
C_hf_coco_00090,train,train,G1319,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00090,C_hf_coco_00090,2628f79f1733f69e0b63269aa093e594a2406bbdf4a4feaeb3733df0511ad49f,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00090.jpg,ec4bf65a3f9e3e507832057d7a3219f3d7e311a46f36a7833a77c49af8c22a34,c4e0e06373f0c871,,,,False,True
C_hf_coco_00092,train,train,G0633,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00092,C_hf_coco_00092,12dda3a1b4dc2e51f27b71d8ec3214962a0baa8e98ee35eedf8d6d155d2f5916,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00092.jpg,c7cac71de75c5f0e3930f9010373783dc7b3e48a7b767dab35196691450c3b33,f4684a4b6b7b7bf1,,,,False,True
C_hf_coco_00098,train,train,G0526,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00098,C_hf_coco_00098,e011a7f8b8194998d88a121f848d7d400ae4a2c954f5ee572fd8f2b879188547,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00098.jpg,1bc5c325c2602d8e9c6c4e0501e3dce0decb65bb78d5b075a08b7f3ccf521ec5,1c8cc8b2be8e9eae,,,,False,True
C_hf_coco_00099,train,train,G1290,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00099,C_hf_coco_00099,6aece338225f51c748841eafc1db2c399a88ce5a8784581551f260f7905669ec,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00099.jpg,193e93792cfc6a8da0fe190d0318dd35149cbba2b7ba83a2315798a68cee725b,60646263cac7e2e9,,,,False,True
C_hf_coco_00100,val,val,G1320,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00100,C_hf_coco_00100,1063e07e6cfcd812c55081678517ef10535ae2f180e3d87ecbd7e5c7cfc6f3f7,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00100.jpg,0d9150235fc550d6252baa531ea34c691e1d9a0aa883da8fdb427f8a9b30c887,80e080c19486acb4,,,,False,True
C_hf_coco_00101,test,test,G0620,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00101,C_hf_coco_00101,9ecda99ab6fa381d9144354b86eabac1dd1ad08433ef6f0b7f5ce6d4b5a48e69,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00101.jpg,f1f7c9a8e788ab478982030dd1079fd3660e6672620ca812b3b09a0f9ac8bc6b,fefefef8f2967464,,,,False,True
C_hf_coco_00102,val,val,G1321,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00102,C_hf_coco_00102,2f909633088ce47129ff33bba4e8bcd8aba118a5fa022dec1821366ac0b9c7d5,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00102.jpg,bbffd0f03eee637393460b685ba9f301e77bae2939c0a5ee927f824262ba1b73,6ee66e70721f01e0,,,,False,True
C_hf_coco_00103,train,train,G1322,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00103,C_hf_coco_00103,b441328917815c9d92baa357a5999705a1e72552a88517e14c15630f442021b1,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00103.jpg,3f29e243c4213d28620f519e06533d67648f4adf5c604eeb33c657f0e4c7e83c,1c63e1991f0f8f9f,,,,False,True
C_hf_coco_00105,train,train,G1323,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00105,C_hf_coco_00105,80b63316091a3b49692ac1048f46f1c12698c81f8e5efc88c3de14ce2b72dbe7,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00105.jpg,ae073656e6f835c765a80ebf46e6c1b299e5e0527cf07da022297b79004e76f3,2d0d303503030140,,,,False,True
C_hf_coco_00106,test,test,G1324,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00106,C_hf_coco_00106,2b4a177d9cc695c652369155d34d5ef7263f21ff50ff56f259270cd730785262,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00106.jpg,fafe106ed52a5433cbedeeca02e84d1d4d8f21558b3717c2c2c0dc7ef2ec629b,e4666b727f4ffffd,,,,False,True
C_hf_coco_00107,train,train,G0576,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00107,C_hf_coco_00107,2c283ed20f3045a8f1cf8248625585b776c48f702b4593eaaf50516b60f2a011,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00107.jpg,0b3dfe2a1ae0855276e1995c8707f5182b9178251597629a1353495a53106fbd,48f0b8a6b7cfacff,,,,False,True
C_hf_coco_00108,train,train,G0498,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00108,C_hf_coco_00108,cf31d3ddfe88cdc6ac136071c46650ecf74174b264f1607ac6890efc42d104a0,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00108.jpg,cdb6656bab794791e8173562c1c42d8493588840f5a906a57d25c8e69fca9437,3c306032b4cdd616,,,,False,True
C_hf_coco_00110,test,test,G0634,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00110,C_hf_coco_00110,9f9ca6fafafd709b325cff166ae0f31efb7138f39a3bf0d2f7bb9ad287338d55,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00110.jpg,21543c594439e977b6e24740390c819fd7e6c023e13bd543c4394ad84fc947b4,f863f2e2e06e12a8,,,,False,True
C_hf_coco_00112,val,val,G1325,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00112,C_hf_coco_00112,b47ade958cbfc7ddfe8a09bfbe30f9464273efec1a5bd24eb5b0dfa3dd79eefa,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00112.jpg,47f031c8e7478d020a0dc8b20fd6ec1b82f3e70fc1924ef189a56b1f35d09705,e0f4d797c5f0c8d0,,,,False,True
C_hf_coco_00113,train,train,G1326,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00113,C_hf_coco_00113,e5181fb8ff96d7eb0dee53dc2a98f7fec8cacbb5e43cda96cdca490a92c62e54,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00113.jpg,e59290a6b976645b243a71022e920d1d46596e7bcb7bdf73ddd7086b8b4716d4,84c4c3e830f0ccc8,,,,False,True
C_hf_coco_00114,test,test,G0660,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00114,C_hf_coco_00114,53d20a541c5c007b56dcce374c5685e7ac37df64cd6ffdfdaa5d4d7cd7170aef,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00114.jpg,428a6d06d5761ebd4de83363439294ba9bbe4542cd78d55c62200b5bf80786c8,f4f9e7f6f89ae565,,,,False,True
C_hf_coco_00115,val,val,G1327,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00115,C_hf_coco_00115,d0d7e1991168024181c2b57ca86a0387cc0f3f12c3cf35dc832686f753a218d9,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00115.jpg,9731a1715abc85d803c8448ca05c8dd32448865de824c021e956335e04c39a29,e80a37e1c5ccc462,,,,False,True
C_hf_coco_00117,val,val,G1328,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00117,C_hf_coco_00117,e005081050990fa186415045a79ce8495241f613a8059e2dc98850d4b369aa95,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00117.jpg,33948fa6cc63167b6ee99e5ad89881850725badedd0523baffb5aa58db12c5e3,a6c8c6eab59485b5,,,,False,True
C_hf_coco_00118,test,test,G1329,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00118,C_hf_coco_00118,fb27e31105db342402833d7e34dcce9590fdd6ec485c392b40eee5a9ed093682,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00118.jpg,3e361955a3024f7db1f125b28a9e0ff2ee93fd07b8e6d7bc19b46dd4c3c564f8,381e2b0b031b1b6e,,,,False,True
C_hf_coco_00119,val,val,G0740,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00119,C_hf_coco_00119,faf3746075f667aba0ed97961836515f37d6bd25d3cf99fbc595e55d96f5346b,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00119.jpg,2374b95253ab1df6dd6730027c4771e86a7089fa1919489d0c4815a84ae17e9a,34343c6431712187,,,,False,True
C_hf_coco_00121,train,train,G1330,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00121,C_hf_coco_00121,2038e9bb79737b119becf285f9d0df05c3486303c77fcaa88ea894387f614258,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00121.jpg,76070b16e884db0b343d7bd4a16b98543fcf191bbf9a2eaf11149f9900bebf41,81dc9df9f9f9f8f1,,,,False,True
C_hf_coco_00124,val,val,G1331,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00124,C_hf_coco_00124,c374b620a7e31cdc2c94a94067bdd9107bb5b16ba3437614e2786476dd0adac5,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00124.jpg,c5d6ce4ced00c9b698d98b9461586760fa6f44c75f3fda432ff248438993c380,7673f0d6e36922d0,,,,False,True
C_hf_coco_00125,train,train,G1332,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00125,C_hf_coco_00125,4d106e288668b137508df30f30f97162aa71948413b91fa8a945c0e86ad7f957,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00125.jpg,dafbc70c06bfcb67e6fb521b036be14234af6662d7e8cb7d2a5d727ed6108372,dcd8d8b324283858,,,,False,True
C_hf_coco_00126,train,train,G0558,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00126,C_hf_coco_00126,ddeb02a4a114a1d64fe26d444e27e029eb8c3b5aa9c217264a6953beec42bd94,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00126.jpg,3ca20f28c9245b5b6f280b4c47b5d06b1ac6c30d24ab9573c7de884b4e2c7e0e,fffffbbbfff7e7ff,,,,False,True
C_hf_coco_00127,train,train,G1333,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00127,C_hf_coco_00127,eaed30150007136ad0f9bae5340024a5cd2355dedf3dc91c23b2ad80b71594e0,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00127.jpg,67c92e492873d449114083f6eb31b8f5ca86738ae8cf2a365d2b6252da915285,9dd693d5359bc981,,,,False,True
C_hf_coco_00128,train,train,G1334,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00128,C_hf_coco_00128,876faf1ba525d7949cf1eeb1eedd076f19cc1b73ea0a2f01bb9a5206b3fb6e50,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00128.jpg,7cd7f76a9e9fbf7ced8c98543cb52ed4f1faaec9c5b6846db586680660931e0f,e0d0d19119931311,,,,False,True
C_hf_coco_00129,test,test,G1335,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00129,C_hf_coco_00129,c446d6736a32fa8165ca0b30dab2f083ce3df1e29b0876c8a2f3e8068d408b2d,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00129.jpg,1befc7e5b2fcc1013f4b1b25cc4d73f4bc9a80419eb9fd10f6cf639f5ed50303,90a13593326e2666,,,,False,True
C_hf_coco_00131,train,train,G1336,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00131,C_hf_coco_00131,f230024ea734a6bf715a172c71172a7e7cfb90691a53e6475bacf74d2d1cdf5b,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00131.jpg,1cdf0c15b53efdbb22449b8a5cf6b1cf0c87bae7891466533e0cc7f50ef70b48,e2d491d9d9d1cce7,,,,False,True
C_hf_coco_00133,train,train,G1337,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00133,C_hf_coco_00133,74cdb8ca35ff1a9289407df5188959752a5cb0ae1915ee0043bc21161976834e,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00133.jpg,9d90b46dd80afc505909222ca28a981533956c07802cf48696bb3c6836d47cbb,b449092c2cc89393,,,,False,True
C_hf_coco_00134,val,val,G1338,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00134,C_hf_coco_00134,b846cbf4a2c93bf7e10a38b17d18954ec877334e506ddac2b0de85de26f06316,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00134.jpg,9fc34986e1325577d275cb5f415056d594b12b51d77f8cea910dd0b0ccff2ff6,48b4242c363338c8,,,,False,True
C_hf_coco_00135,train,train,G1339,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00135,C_hf_coco_00135,32f415cbbb421807907739c0d2d6ca5e95039cc6bff3a7a9f4f3730558fe8a1f,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00135.jpg,dbd9ba1b698fae3a9564ed3c8fbe486626b9c0ee390642a134944e9c285b45ed,c8cc8c9e36a86161,,,,False,True
C_hf_coco_00136,train,train,G1340,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00136,C_hf_coco_00136,2aef21e67f5a70026271e9ec83b3bc79e4289ba7259c338025ddd14495e02adf,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00136.jpg,7eee66d2529c6213ca2107faba2e3685d15f2e257d9a932fa7d8690ce2d1b0ce,8351585a5b18d978,,,,False,True
C_hf_coco_00139,train,train,G0579,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00139,C_hf_coco_00139,b910111b78af477beb090577d4171bdccc9614524eecb9574b2fb9a6cfceff01,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00139.jpg,6272980559ab69851eee6f7c6bc463c2d5a75efffcd5b39be1e62b1995023c3b,23d2d2ca8e1f0b17,,,,False,True
C_hf_coco_00141,val,val,G1341,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00141,C_hf_coco_00141,8f75d071de98c3d4ef37fd13a4486547d06592427aef44511fb52fb2923224f8,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00141.jpg,84e8e43c46fa39a3034dd055e2b2295da9cef3b08e0f1a2ad4358fa7344f4ff0,98967669f3f5a5ce,,,,False,True
C_hf_coco_00142,train,train,G1342,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00142,C_hf_coco_00142,fa873b0cff4a75cfc6e879126dc3241e60e42a31a7f96316a556a3199ed55f1f,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00142.jpg,08e9b49483579f004b4ecdd466bcccfdb8cf6987a384e313d824a29417d49919,3c3e1e5c59abc4c0,,,,False,True
C_hf_coco_00143,train,train,G1343,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00143,C_hf_coco_00143,0a1a67fbf512f8c143438b216ee3d362fb7a652cc63d1289087fc5a08d9c0c6d,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00143.jpg,74cf0302f5dd182f1fd4b99fcca49b3568982514cbe69f6f8daac23d030801e7,c0f072827362caf2,,,,False,True
C_hf_coco_00145,train,train,G1344,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00145,C_hf_coco_00145,6fd797f0af419a771827de2b7eeefdd64d0430880744c347c641f9f43b42de8c,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00145.jpg,bf5785ae08318d2a652d3ff22590f000471c255122564954178515a60aff4905,595b1730b9e8e8c9,,,,False,True
C_hf_coco_00146,val,val,G1345,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00146,C_hf_coco_00146,62ab03ab5e47d616626e1758b71a18b9e2b95fbb8a41b93512977a7dbbf0a2e2,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00146.jpg,66544e9be5c3b22c28bff42a53071784f31366ad5ca1b3e63ce572e1e6b10ff4,becef8f9fb9c8c9c,,,,False,True
C_hf_coco_00147,train,train,G1346,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00147,C_hf_coco_00147,5779ea616553f06d66b9940f1f60806b2f09f3baed355ecedfcea89d959988c6,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00147.jpg,de029a557d6e59bd6d29e9bc62e1663751ae2ba775d91b8d675c07985c2bf37d,0088083ab8842ba9,,,,False,True
C_hf_coco_00148,train,train,G1347,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00148,C_hf_coco_00148,5c66f397e239c544f2aa24d06326cd3bfa687bf252dfd98734a8c770b4d7d587,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00148.jpg,644fe2618c3f0218d688a2f66a4eff9442d20c20ded0e8f4c27be34395a3ff4c,c7c6653d7d446ccd,,,,False,True
C_hf_coco_00149,train,train,G0730,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00149,C_hf_coco_00149,986bbe17081e5001abc76ee8b40814fb572b8da72873479719fea80905453f97,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00149.jpg,b7041bc7d60a9c2137f93c6a334fc18534a6256b5a6ceb44834b89162e2b830e,6cbcdddcdcf8f884,,,,False,True
C_hf_coco_00150,val,val,G1348,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00150,C_hf_coco_00150,1be437e5d9fb4725ba482a4bf5327b399b0032e305281df9131d5b1d9a62a868,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00150.jpg,e4b19f129aca2d9f1823321b5f44786e94686cfbcd800e30ccf85faddc50fbce,1f6609bc2c4e8ed4,,,,False,True
C_hf_coco_00151,test,test,G1301,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00151,C_hf_coco_00151,b201378705b201bdcf349870162834b33d2b997a828d965aebc835b52ebe23fb,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00151.jpg,1f4f8225ac351fff12fd51b73c13e8ccab9c907dd8ce764c1a23147212549709,303c3b393632634c,,,,False,True
C_hf_coco_00152,train,train,G0721,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00152,C_hf_coco_00152,ff82a5a990262b6705baa6d867658f0f4a22d0046d2255efd5c7f0112a535165,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00152.jpg,d2f72af5e0e930239af7c4ef7add80076d1feeb0ca6607ce9ffa2d7047f7a305,3333307351b63d34,,,,False,True
C_hf_coco_00153,train,train,G0782,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00153,C_hf_coco_00153,a022590bcb76306d623f6c3bab5ba41b658501320fee534e66b5b293d0a7539a,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00153.jpg,fe149d39c2934032ddfa2fa4d3eb0b42cca9933a53234a09455b7911fcfc9d65,32723292e7e86968,,,,False,True
C_hf_coco_00154,train,train,G0147,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00154,C_hf_coco_00154,6228594a184244518a277c3c22b925eae868161f20a5e24cee4512ef2e04c3c6,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00154.jpg,49d43aca24dd94eb04643f0fbe1c0efb70bc507e8156c5a821f651a465ea41b5,7fbf98c5c2ccccd7,,,,False,True
C_hf_coco_00155,train,train,G1349,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00155,C_hf_coco_00155,d9c480c27b19ea800bb92c1ab19b2b102b725d7122c7dbe1818beb81301a2773,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00155.jpg,2257175da4ec29e86e72c9f02d79ddbf637683a5d1656e17b7a803df7f2c5f76,e4862b86041a2210,,,,False,True
C_hf_coco_00156,val,val,G1285,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00156,C_hf_coco_00156,46ddc0a35e1423a9eb308dc0ef93df2adf534e27eb7337b67d25ca5e2d2683e3,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00156.jpg,d2706e77baa978d8c642f8fcdceae44317d1d4ca6efb564d7dab69567a352833,2333236b73333931,,,,False,True
C_hf_coco_00157,train,train,G1350,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00157,C_hf_coco_00157,3c20e5e7dbdba5c2ed616667e1a170761ceb236f5a3a1d19f2d4ec4b13422abd,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00157.jpg,82b6c71780ceaaab40c2d7571889bcaeec1613eab806285db332b6cb920c7185,327434b4b4acbc83,,,,False,True
C_hf_coco_00158,train,train,G1351,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00158,C_hf_coco_00158,7878f95160f02044348daecd10faadb3a0d29564006dfaa929394e334f6650cc,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00158.jpg,f938a08cafeaf667ffc1b00916b4338c80fbf81c665c88af74bcf28c08ae6ae9,8494d0c88594db4f,,,,False,True
C_hf_coco_00159,val,val,G1352,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00159,C_hf_coco_00159,720cb5e9c2d21821bf5ca97092246312a443ae7c5a7356ab5025d410015a1a7b,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00159.jpg,b9ce6776782ef7196f187c150ef318725390d398254cf01f990f24a082c329d9,7a9afedcdc9c9ca0,,,,False,True
C_hf_coco_00162,train,train,G1353,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00162,C_hf_coco_00162,444e50047d42791b3ff73269ffdc3f7826b945e9d32f79b3f89fafcb1efbab37,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00162.jpg,dce58791efb9b023035629586b22b317d993cf891f89eaef33b16aa57e05d138,f08090d2e2e2e0f4,,,,False,True
C_hf_coco_00163,train,train,G0617,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00163,C_hf_coco_00163,84882f4b2c657e7c86b25dc9013286199b0f4c51e8ad84044a3483142230c263,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00163.jpg,2687039070650ff1dc572eaa06b513e50ddc01551ba978ee375421029bc971c3,74e4a496f4f0bcd8,,,,False,True
C_hf_coco_00165,train,train,G1326,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00165,C_hf_coco_00165,e5181fb8ff96d7eb0dee53dc2a98f7fec8cacbb5e43cda96cdca490a92c62e54,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00165.jpg,83edfe44660e01f4fe83883ecf344292f241d645c10b9f472098d268972ded87,ea9acc4c5cc4e8f8,,,,False,True
C_hf_coco_00167,train,train,G1354,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00167,C_hf_coco_00167,085f86b7b8d1c4ca9b768be09062f1c638a5b57bc892025af21223490b186e9b,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00167.jpg,d5934b4081e2899f5a7c17a55774d1e194bfa98c48de5e56a5798a787e67d342,f8f878f0e1e1c2e4,,,,False,True
C_hf_coco_00168,train,train,G1355,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00168,C_hf_coco_00168,d89ed434343de042e817c6ede67ea6283d443d61d5c30475470e70953b7eaafe,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00168.jpg,8423a7372adf8367d259cdd49b5110178e6a7809fe5fbbdad5d8db3cd4071f36,c66238bc6ce6263c,,,,False,True
C_hf_coco_00170,train,train,G1356,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00170,C_hf_coco_00170,7a25205d1ff4c82582263b7b349f54acd6ff7a904e3aa2af845814d00503662f,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00170.jpg,c9b66839e41fa544cca10f32476b8c83958bd89d906e45d0ece28c87e96f87b9,e2ead6daccd6de4e,,,,False,True
C_hf_coco_00172,train,train,G0604,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00172,C_hf_coco_00172,ef89f9fe4f81ccb7d01aed31dfecd0cf0bb022167539351ddd9c8da30cc40fa3,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00172.jpg,418fd048eada9b473586b664484ba5db0d84e8ca557fb63246505f2cdba1a810,b020603130810e90,,,,False,True
C_hf_coco_00173,train,train,G1357,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00173,C_hf_coco_00173,6566eec698d4341c206c465102f1f0d31895cc77cbbfa7d798bd863508528acd,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00173.jpg,2a813a7fe4b71987cfd6bdb2a7f20e7f11fef57ff13f628f3627ff7abfa09932,8e9991281c0c7478,,,,False,True
C_hf_coco_00175,train,train,G0510,C,0,0,0,detection-datasets/coco,detection-datasets/coco,C_hf_coco_00175,C_hf_coco_00175,5b67f7f80458d494e2d0e05d6cd1debfd12b7c772c5520ddd9b7185a7d20b929,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00175.jpg,03ef2ef9f4fb1d1b911c21859d16e985d721dfdf884ad7f4c9c0350663094df3,e0e2faa2e8e8e0e0,,,,False,True
